"unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","MCLP.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","MCLP.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","NCI.Sarcoma.cellid"
"EM-2","Myeloid","EM-2","EM-2","EM2","","","","EM-2","EM-2","EM-2","EM-2","EM-2","","EM2","","EM-2","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1196","EM2_331_2019","EM-2","haematopoietic_and_lymphoid_tissue","Childhood chronic myelogenous leukemia, BCR-ABL1 positive","Cancer cell line",NA,"ACH-000295",""
"EMC-BAC-1","Lung","","","","","","","EMC-BAC-1","EMC-BAC-1","","","EMC-BAC-1","","","","EMC-BAC-1","","","","","","","","","","Esophagus","","","","","","","","esophagus","","","","","","","","CVCL_X486","EMCBAC1_332_2019","EMC-BAC-1","oesophagus","Non-small cell lung carcinoma","Cancer cell line",NA,"ACH-002101",""
"EMC-BAC-2","Lung","","","","","","","EMC-BAC-2","EMC-BAC-2","","","EMC-BAC-2","","","","EMC-BAC-2","","","","","","","","","","Esophagus","","","","","","","","esophagus","","","","","","","","CVCL_X487","EMCBAC2_333_2019","EMC-BAC-2","oesophagus","Non-small cell lung carcinoma","Cancer cell line",NA,"ACH-002102",""
"EMTOKA","Uterus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_E115","EMTOKA4262021_","","","","",NA,"ACH-001495",""
"EN","Uterus","","EN","","","","","EN","","EN","EN","EN","","EN","","EN","","EN_ENDOMETRIUM","EN","","endometrium","","","","","Uterus","endometrium","","","","endometrium","endometrium","","endometrium","","","","","","uterus","uterus","CVCL_2034","EN_334_2019","EN","endometrium","Endometrial carcinoma","Cancer cell line",NA,"ACH-000978",""
"EPLC-272H","Lung","EPLC-272H","EPLC-272H","","","EPLC-272H","EPLC272H","EPLC-272H","","EPLC-272H","EPLC-272H","EPLC-272H","","EPLC272H","EPLC-272H","EPLC-272H","","","","lung","lung","","","Lung","LUNG","Lung:NSCLC","lung","lung","","","lung","lung","Lung","lung","EPLC272H","lung","","","","","","CVCL_1197","EPLC272H_336_2019","EPLC-272H","lung","Lung mucoepidermoid carcinoma","Cancer cell line",NA,"ACH-000585",""
"ES-2","Ovary/Fallopian Tube","","ES-2","ES2","","ES-2","","ES-2","","ES-2","ES-2","ES-2","","ES2","ES-2","ES-2","","ES2_OVARY","ES2","","ovary","ovary","","Ovary","","Ovary","ovary","","","","ovary","ovary","Ovary","ovary","ES2","ovary","ES2","ovary","","ovary","ovary","CVCL_3509","ES2_337_2019","ES-2","ovary","Ovarian clear cell adenocarcinoma","Cancer cell line",NA,"ACH-000906","ES-2"
"ES-2 CNCR","","","","","","","","","","","","","","","","","ES-2 CNCR","","","","","","","","","","","","","","","","","","","","","","Ovarian Cancer","","","","ES-2 CNCR4302021_","","","","",NA,"",""
"ES1","Bone","ES1","","","","","","ES1","ES1","","","ES1","","","","ES1","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1198","ES1_338_2019","ES1","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002103","ES-1"
"ES3","Bone","ES3","","","","","","ES3","ES3","","","ES3","","","","ES3","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1199","ES3_339_2019","ES3","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002104","ES-3"
"ES4","Bone","ES4","","","","","","ES4","ES4","","","ES4","","","","ES4","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1200","ES4_340_2019","ES4","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002105","ES-4"
"ES5","Bone","ES5","","","","","","ES5","ES5","","","ES5","","","","ES5","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1201","ES5_341_2019","ES5","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002106",""
"ES6","Bone","ES6","","","","","","ES6","ES6","","","ES6","","","","ES6","","","","bone","","","","","","bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1202","ES6_342_2019","ES6","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002107","ES-6"
"ES7","Bone","ES7","","","","","","ES7","ES7","","","ES7","","","","ES7","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1203","ES7_343_2019","ES7","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002108","ES-7"
"ES8","Bone","ES8","","","","","","ES8","ES8","","","ES8","","","","ES8","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1204","ES8_344_2019","ES8","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002109","ES-8"
"ESO-26","Esophagus/Stomach","","","","","","","ESO26","ESO26","","","ESO26","","","","ESO26","","","","","","","","","","Esophagus","","","","","oesophagus","","","oesophagus","","","","","","","","CVCL_2035","ESO26_345_2019","ESO26","oesophagus","Gastroesophageal junction adenocarcinoma","Cancer cell line",NA,"ACH-001496",""
"ESO-51","Esophagus/Stomach","","","","","","","ESO51","ESO51","","","ESO51","","","","ESO51","","","","","","","","","","Esophag","","","","","oesophagus","","","oesophagus","","","","","","","","CVCL_2036","ESO51_346_2019","ESO51","oesophagus","Esophageal adenocarcinoma","Cancer cell line",NA,"ACH-001497",""
"ESS-1","Uterus","ESS-1","ESS-1","","","","","ESS-1","","ESS-1","ESS-1","ESS-1","","ESS1","","ESS-1","","ESS1_ENDOMETRIUM","ESS1","endometrium","endometrium","","","","","endometrium","endometrium","urogenital_system","","","endometrium","endometrium","","endometrium","ESS1","endometrium","","","","uterus","uterus","CVCL_1205","ESS1_347_2019","ESS-1","endometrium","Endometrioid stromal sarcoma","Cancer cell line",NA,"ACH-000913",""
"ETK-1","Biliary Tract","ETK-1","","","","","","ETK-1","ETK-1","","","ETK-1","","","","ETK-1","","","","biliary_tract","","","","","","Biliary","","","","","biliary_tract","","","biliary_tract","","","","","","","","CVCL_1206","ETK1_348_2019","ETK-1","biliary_tract","Intrahepatic cholangiocarcinoma","Cancer cell line",NA,"ACH-002237",""
"EW 7476","Bone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_EQ72","EW7476_360_2019","","bone","Osteosarcoma","Cancer cell line",NA,"",""
"EW-1","Bone","EW-1","","","","","","EW-1","EW-1","","","EW-1","","","","EW-1","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1208","EW1_350_2019","EW-1","bone","Ewing sarcoma","Cancer cell line","TRUE","ACH-002110",""
"EW-11","Bone","EW-11","","","","","","EW-11","EW-11","","","EW-11","","","","EW-11","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1209","EW11_351_2019","EW-11","bone","Ewing sarcoma","Cancer cell line","TRUE","ACH-002111",""
"EW-12","Bone","EW-12","","","","","","EW-12","EW-12","","","EW-12","","","","EW-12","","","","bone","","","","","","bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1210","EW12_352_2019","EW-12","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002112",""
"EW-13","Bone","EW-13","","","","","","EW-13","EW-13","","","EW-13","","","","EW-13","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1211","EW13_353_2019","EW-13","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002113",""
"EW-16","Bone","EW-16","","","","","","EW-16","EW-16","","","EW-16","","","","EW-16","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1212","EW16_354_2019","EW-16","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002114",""
"EW-18","Bone","EW-18","","","","","","EW-18","EW-18","","","EW-18","","","","EW-18","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1213","EW18_355_2019","EW-18","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002115",""
"EW-22","Bone","EW-22","","","","","","EW-22","EW-22","","","EW-22","","","","EW-22","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1214","EW22_356_2019","EW-22","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002116",""
"EW-24","Bone","EW-24","","","","","","EW-24","EW-24","","","EW-24","","","","EW-24","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1215","EW24_357_2019","EW-24","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-002117",""
"EW-3","Bone","EW-3","","","","","","EW-3","EW-3","","","EW-3","","","","EW-3","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1216","EW3_358_2019","EW-3","bone","Ewing sarcoma","Cancer cell line","TRUE","ACH-002118",""
"EW-7","Bone","EW-7","","","","","","EW-7","EW-7","","","EW-7","","","","EW-7","","","","bone","","","","","","Bone","","bone","","","bone","","","bone","","","","","","","","CVCL_1217","EW7_359_2019","EW-7","bone","Ewing sarcoma","Cancer cell line","TRUE","ACH-002119",""
"EW-8","Bone","","EW8","","","","","","","","","","","","","","","","","","bone","","","","","","","","","","","","","","","","","","","","","CVCL_V618","EW8_361_2019","","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-000499","EW8"
"EWS-502","Bone","","EWS502","","","","","","","","","","","","","","","EWS502_BONE","","","bone","","","","","","","","","","","","","","","","","","","bone","","CVCL_S740","EWS502_362_2019","","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-000279",""
"EWS-834","Bone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_AW95","EWS-8344552021_","","","","",NA,"ACH-001066",""
"EoL-1","Myeloid","EoL-1-cell","EOL-1","","","","","EoL-1-cell","EoL-1-cell","EOL-1","EOL-1","EoL-1-cell","","EOL1","","EoL-1-cell","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_0258","EoL1cell_335_2019","EoL-1-cell","haematopoietic_and_lymphoid_tissue","Chronic eosinophilic leukemia, not otherwise specified","Cancer cell line",NA,"ACH-000198",""
"Evsa-T","Breast","EVSA-T","EVSA-T","","EVSAT","EVSA-T","","EVSA-T","EVSA-T","","","EVSA-T","evsat","","EVSA-T","EVSA-T","","","EVSAT","breast","breast","","breast","Breast","","Breast","","","16-evsat///EVSA-T","breast","breast","","Breast","breast","","","","","","","breast","CVCL_1207","EVSAT_349_2019","EVSA-T","breast","Breast carcinoma","Cancer cell line","TRUE","ACH-001065",""
"F-36P","Myeloid","","F-36P","","","","","","","F-36P","F-36P","","","F36P","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_2037","F36P_363_2019","","haematopoietic_and_lymphoid_tissue","Myelodysplastic syndrome","Cancer cell line",NA,"ACH-000487",""
"F5","CNS/Brain","","F5","","","","","","","","","","","","","","","","","","central_nervous_system","","","","","","","","","","","","","","","","","","","","","CVCL_V616","F5_364_2019","","central_nervous_system","Meningioma","Cancer cell line",NA,"ACH-001067",""
"FE-PD","Lymphoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_H614","FE-PD4602021_","","","","",NA,"ACH-001068",""
"FLO-1","Esophagus/Stomach","","","","","","","FLO-1","FLO-1","","","FLO-1","","","","FLO-1","","","","","","","","","","Esophagus","","","","","oesophagus","","","oesophagus","","","","","","","","CVCL_2045","FLO1_367_2019","FLO-1","oesophagus","Esophageal adenocarcinoma","Cancer cell line",NA,"ACH-001500",""
"FTC-133","Thyroid","FTC-133","FTC-133","","","","","FTC-133","","FTC-133","FTC-133","FTC-133","","FTC133","FTC-133","FTC-133","","FTC133_THYROID","","thyroid","thyroid","","","","","Thyroid","thyroid","thyroid","","","thyroid","thyroid","Thyroid","thyroid","FTC133","thyroid","","","","thyroid","","CVCL_1219","FTC133_368_2019","FTC-133","thyroid","Thyroid gland follicular carcinoma","Cancer cell line",NA,"ACH-000903",""
"FTC-238","Thyroid","","FTC-238","","","","","","","FTC-238","FTC-238","","","FTC238","FTC-238","","","FTC238_THYROID","","","thyroid","","","","","","thyroid","","","","","thyroid","","","FTC238","thyroid","","","","thyroid","","CVCL_2447","FTC238_369_2019","","thyroid","Thyroid gland follicular carcinoma","Cancer cell line","TRUE","ACH-000897",""
"FU-OV-1","Ovary/Fallopian Tube","","FU-OV-1","","","","","FU-OV-1","","FU-OV-1","FU-OV-1","FU-OV-1","","FUOV1","","FU-OV-1","","","FUOV1","","ovary","","","","","Ovary","ovary","","","","ovary","ovary","","ovary","FUOV1","ovary","","","","","ovary","CVCL_2047","FUOV1_370_2019","FU-OV-1","ovary","High grade ovarian serous adenocarcinoma","Cancer cell line",NA,"ACH-000574",""
"FaDu","Head and Neck","FADU","FaDu","FADU","","FaDu","","FADU","","FaDu","FaDu","FADU","","FADU","FaDu","FADU","","FADU_UPPER_AERODIGESTIVE_TRACT","FADU","upper_aerodigestive_tract","upper_aerodigestive_tract","pharynx","","Nasal Pharynx","","Head & Neck","upper_aerodigestive_tract","aero_digestive_tract","","","upper_aerodigestive_tract","upper_aerodigestive_tract","Head and Neck","upper_aerodigestive_tract","FADU","upper_aerodigestive_tract","","","","upper_aerodigestive","head and neck","CVCL_1218","FADU_365_2019","FADU","upper_aerodigestive_tract","Hypopharyngeal squamous cell carcinoma","Cancer cell line",NA,"ACH-000846",""
"Farage","Lymphoid","","","","","Farage","","Farage","Farage","","","Farage","","","Farage","Farage","","","FARAGE","","","","","Blood","","Blood","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_3302","Farage_366_2019","Farage","haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma germinal center B-cell type","Cancer cell line",NA,"ACH-001498",""
"Fu97","Esophagus/Stomach","","FU97","","","FU97","FU97","FU97","","FU97","FU97","FU97","","FU97","FU97","FU97","","","FU97","","stomach","","","Stomach","STOMACH","Stomach","stomach","","","","stomach","stomach","Stomach","stomach","","","","","","","stomach-oesophagus","CVCL_2908","FU97_371_2019","FU97","stomach","Gastric adenocarcinoma","Cancer cell line",NA,"ACH-000633",""
"Fuji","Soft Tissue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_D880","Fuji4682021_","","","","",NA,"ACH-001272",""
"G-292 clone A141B1","Bone","","G-292, clone A141B1///G-292\, clone A141B1","","","","","G-292-Clone-A141B1","","G-292,_clone_A141B1","G-292,_clone_A141B1","G-292_Clone_A141B1","","G292CLONEA141B1","","G-292 Clone A141B1","","G292CLONEA141B1_BONE","G292","","bone","","","","","Bone","bone","","","","","bone","","bone","G292CLONEA141B1","","","","","bone","bone","CVCL_2909","G292,cloneA141B1_372_2019","G-292_Clone_A141B1","bone","Osteosarcoma","Cancer cell line",NA,"ACH-000082",""
"G-361","Skin","G-361","G-361","","","G-361","G361","G-361","","G-361","G-361","G-361","","G361","G-361","G-361","","G361_SKIN","G361","skin","skin","","","Skin","SKIN","Skin","skin","skin","","","skin","skin","Skin","skin","","","","","","skin","skin","CVCL_1220","G361_373_2019","G-361","skin","Melanoma","Cancer cell line",NA,"ACH-000572",""
"G-401","Kidney","G-401","G-401","G401","","","G401","G-401","","G-401","G-401","G-401","","G401","G-401","G-401","","G401_SOFT_TISSUE","","soft_tissue","soft_tissue","kidney","","","SOFT_TISSUE","Kidney","soft_tissue","kidney","","","soft_tissue","soft_tissue","Kidney","soft_tissue","G401","soft_tissue","","","","rhabdoid","","CVCL_0270","G401_374_2019","G-401","soft_tissue","Rhabdoid tumor of the kidney","Cancer cell line",NA,"ACH-000096","G-401"
"G-402","Soft Tissue","G-402","G-402","G402","","G-402","","G-402","","G-402","G-402","G-402","","G402","G-402","G-402","","G402_SOFT_TISSUE","","soft_tissue","soft_tissue","kidney","","Kidney","","Kidney","soft_tissue","soft_tissue","","","soft_tissue","soft_tissue","Kidney","soft_tissue","G402","soft_tissue","","","","rhabdoid","","CVCL_1221","G402_375_2019","G-402","soft_tissue","Epithelioid cell type gastrointestinal stromal tumor","Cancer cell line",NA,"ACH-000375",""
"G-415","Biliary Tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_8198","G-4154732021_","","","","",NA,"ACH-001850",""
"G-mel","Skin","","","","","","","G-MEL","G-MEL","","","G-MEL","","","","G-MEL","","","","","","","","","","Skin","","","","","","","","skin","","","","","","","","CVCL_W798","GMEL_376_2019","G-MEL","skin","Cutaneous melanoma","Cancer cell line",NA,"ACH-002121",""
"GA-10","Lymphoid","","GA-10","GA10","","GA-10","","GA-10","","GA-10","GA-10","GA-10","","GA10","GA-10","GA-10","","","","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1222","GA10_395_2019","GA-10","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"ACH-000162",""
"GA-10 clone 20","Lymphoid","GA-10-Clone-20","","","","","","","","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","","","","","","","","","","","","","GA-10 clone 204762021_","","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","",NA,"",""
"GA-10 clone 4","Lymphoid","GA-10-Clone-4","","","","","","GA-10-Clone-4","","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1224","GA10Clone4_396_2019","","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"",""
