GDSC.sampleid	GDSC.Sample_Name	CCLE.sampleid	GDSC.BROAD_ID	GDSC.RRID	CMP.model_id	CMP.sampleid	GDSC.COSMIC_ID	GDSC.Whole_Exome_Sequencing_(WES)	GDSC.Copy_Number_Alterations_(CNA)	GDSC.Gene_Expression	GDSC.Methylation	GDSC.DrugResponse	GDSC.Tissue_descriptor_1	GDSC.Tissuedescriptor_2	GDSC.Cancer_Type(matching_TCGA_label)	GDSC.Microsatellite_instability_Status_(MSI)	GDSC.Screen_Medium	GDSC.Growth_Properties	GDSC.tissue	GDSC.cancer_type	GDSC.cancer_type_ncit_id	GDSC.sample_site	GDSC.gender	GDSC.ethnicity	GDSC.age_at_sampling
HUTU-80	HUTU-80	NA	NA	NA	NA	NA	907073	Y	Y	Y	Y	Y	digestive_system	digestive_system_other	NA	MSS/MSI-L	D/F12	Adherent	NA	NA	NA	NA	NA	NA	NA
IGR-1	IGR-1	IGR1_SKIN	ACH-000882	CVCL_1303	SIDM01060	SIDS00533	907169	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Groin lymph node	Male	Unknown	42
IMR-5	IMR-5	IMR5_AUTONOMIC_GANGLIA	ACH-002248	CVCL_1306	SIDM01206	SIDS00597	907170	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	R	Adherent	Peripheral Nervous System	Neuroblastoma	C3270	Abdominal Mass	Male	White	1.083
IPC-298	IPC-298	IPC298_SKIN	ACH-000915	CVCL_1307	SIDM01059	SIDS00534	907171	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3510	Skin	Female	Unknown	64
IST-MEL1	IST-MEL1	ISTMEL1_SKIN	ACH-002143	CVCL_1308	SIDM00225	SIDS00598	907172	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Unknown	Male	White	NA
IST-MES1	IST-MES1	ISTMES1_PLEURA	ACH-000569	CVCL_1311	SIDM00224	SIDS00599	907173	Y	Y	Y	Y	Y	lung	mesothelioma	MESO	MSS/MSI-L	D/F12	Adherent	Lung	Mesothelioma	C45662	Unknown	Female	White	70
JAR	JAR	JAR_PLACENTA	ACH-001529	CVCL_0360	SIDM01039	SIDS00535	907175	Y	Y	Y	Y	Y	urogenital_system	urogenital_system_other	NA	MSS/MSI-L	R	Adherent	Placenta	Other Solid Cancers	C4646	Placenta	Female	White	24
JEG-3	JEG-3	JEG3_PLACENTA	ACH-001530	CVCL_0363	SIDM01218	SIDS00173	907176	Y	Y	Y	Y	Y	urogenital_system	urogenital_system_other	NA	MSS/MSI-L	D/F12	Adherent	Placenta	Other Solid Cancers	C4646	Placenta	Male	Unknown	NA
JIYOYEP-2003	JiyoyeP-2003	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002252	CVCL_1317	SIDM00808	SIDS00056	907268	Y	Y	Y	Y	Y	lymphoma	Burkitt_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Burkitt's Lymphoma	C27694	Ascites	Male	Black	7
JVM-2	JVM-2	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000106	CVCL_1319	SIDM01013	SIDS00542	907269	Y	Y	Y	Y	Y	lymphoma	lymphoid_neoplasm other	CLL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C4337	Peripheral blood	Female	Unknown	63
JVM-3	JVM-3	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000346	CVCL_1320	SIDM01012	SIDS00543	907270	Y	Y	Y	Y	Y	lymphoma	lymphoid_neoplasm other	CLL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Other Blood Cancers	C4753	Peripheral blood	Male	Unknown	73
KALS-1	KALS-1	KALS1_CENTRAL_NERVOUS_SYSTEM	ACH-000231	CVCL_1323	SIDM00613	SIDS00984	907271	Y	Y	Y	Y	Y	nervous_system	glioma	LGG	MSS/MSI-L	R	Adherent	Central Nervous System	Glioblastoma	C3058	Unknown	Female	Unknown	NA
KARPAS-45	KARPAS-45	KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002256	CVCL_1326	SIDM01007	SIDS00548	907272	Y	Y	Y	Y	Y	leukemia	lymphoblastic_leukemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C7953	Unknown	Male	Unknown	2
KARPAS-299	KARPAS-299	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000053	CVCL_1324	SIDM01010	SIDS00546	907273	Y	Y	Y	Y	Y	lymphoma	anaplastic_large_cell_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	T-Cell Non-Hodgkin's Lymphoma	C3720	Unknown	Male	Unknown	25
KARPAS-422	KARPAS-422	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000315	CVCL_1325	SIDM01008	SIDS00547	907274	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Unknown	Female	Unknown	73
KASUMI-1	KASUMI-1	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000263	CVCL_0589	SIDM01005	SIDS00550	907275	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9381	Peripheral blood	Male	East Asian	7
KATOIII	KATOIII	KATOIII_STOMACH	ACH-000793	CVCL_0371	SIDM00687	SIDS00178	907276	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	D/F12	Semi-Adherent	Stomach	Gastric Carcinoma	C5250	Pleural effusion	Male	Unknown	55
KE-37	KE-37	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000101	CVCL_1327	SIDM01003	SIDS00552	907277	Y	Y	Y	Y	Y	leukemia	lymphoblastic_leukemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C9142	Unknown	Male	Unknown	27
KG-1	KG-1	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000386	CVCL_0374	SIDM00785	SIDS00042	907278	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Bone marrow	Male	White	59
KINGS-1	KINGS-1	KINGS1_CENTRAL_NERVOUS_SYSTEM	ACH-002257	CVCL_1328	SIDM00612	SIDS00985	907279	Y	Y	Y	Y	Y	nervous_system	glioma	LGG	MSS/MSI-L	R	Adherent	Central Nervous System	Glioma	C9477	Unknown	Male	Unknown	NA
KMOE-2	KMOE-2	KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002258	CVCL_1332	SIDM01019	SIDS00555	907280	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C7152	Peripheral Blood	Female	Unknown	2
KMS-12-BM	KMS-12-BM	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000380	CVCL_1334	SIDM01020	SIDS00556	907281	Y	Y	Y	Y	Y	myeloma	myeloma	MM	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Bone marrow	Female	Unknown	64
KNS-42	KNS-42	KNS42_CENTRAL_NERVOUS_SYSTEM	ACH-000622	CVCL_0378	SIDM00607	SIDS00990	907282	Y	Y	Y	Y	Y	nervous_system	glioma	LGG	MSS/MSI-L	D/F12	Adherent	Central Nervous System	Glioblastoma	C3058	Unknown	Male	Unknown	16
HUP-T3	HuP-T3	HUPT3_PANCREAS	ACH-000118	CVCL_1299	SIDM00533	SIDS00909	907285	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Ascites	Male	East Asian	66
HUP-T4	HuP-T4	HUPT4_PANCREAS	ACH-000213	CVCL_1300	SIDM00531	SIDS00910	907286	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Ascites	Male	East Asian	60
HT55	HT55	HT55_LARGE_INTESTINE	ACH-000926	CVCL_1294	SIDM00541	SIDS00908	907287	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C4910	Unknown	Unknown	Unknown	NA
HT-115	HT-115	HT115_LARGE_INTESTINE	ACH-000986	CVCL_2520	SIDM00534	SIDS00907	907289	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C4910	Colon	Unknown	Unknown	NA
H-EMC-SS	H-EMC-SS	HEMCSS_BONE	ACH-001519	CVCL_1238	SIDM00535	SIDS00906	907290	Y	Y	Y	Y	Y	bone	chondrosarcoma	NA	MSS/MSI-L	D/F12	Adherent	Bone	Chondrosarcoma	C2946	Muscle	Female	Unknown	77
GP5D	GP5d	GP5D_LARGE_INTESTINE	ACH-001345	CVCL_1235	SIDM00537	SIDS00905	907291	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSI-H	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C4349	Colon	Female	White	71
DMS-53	DMS-53	DMS53_LUNG	ACH-000698	CVCL_1177	SIDM00523	SIDS00900	907295	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	White	54
G-402	G-402	G402_SOFT_TISSUE	ACH-000375	CVCL_1221	SIDM00855	SIDS00124	907298	Y	Y	Y	Y	Y	soft_tissue	soft_tissue_other	NA	MSS/MSI-L	R	Adherent	Soft Tissue	Other Sarcomas	C3486	Kidney	Female	White	0.75
G-401	G-401	G401_SOFT_TISSUE	ACH-000096	CVCL_0270	SIDM00856	SIDS00123	907299	Y	Y	Y	Y	Y	kidney	kidney	NA	MSS/MSI-L	R	Adherent	Kidney	Other Solid Cancers	C8715	Kidney	Male	White	0.25
KY821	KY821	KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002262	CVCL_1346	SIDM00553	SIDS01005	907300	Y	Y	Y	Y	Y	leukemia	leukemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C7463	Unknown	Male	East Asian	28
KU812	KU812	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000074	CVCL_0379	SIDM00308	SIDS00678	907311	Y	Y	Y	Y	Y	leukemia	chronic_myeloid_leukaemia	LCML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	C3174	Peripheral Blood	Male	East Asian	38
KU-19-19	KU-19-19	KU1919_URINARY_TRACT	ACH-000486	CVCL_1344	SIDM01033	SIDS00559	907312	Y	Y	Y	Y	Y	urogenital_system	Bladder	BLCA	MSS/MSI-L	R	Adherent	Bladder	Bladder Carcinoma	C4912	Unknown	Female	Unknown	76
KS-1	KS-1	KS1_CENTRAL_NERVOUS_SYSTEM	ACH-000631	CVCL_1343	SIDM00555	SIDS01003	907313	Y	Y	Y	Y	Y	nervous_system	glioma	GBM	MSS/MSI-L	D/F12	Adherent	Central Nervous System	Glioblastoma	C3058	Unknown	Female	Unknown	NA
KP-N-YN	KP-N-YN	KPNYN_AUTONOMIC_GANGLIA	ACH-000227	CVCL_1341	SIDM00556	SIDS01002	907314	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	R	Adherent	Peripheral Nervous System	Neuroblastoma	C3270	Pararenal lymph node	Unknown	Unknown	NA
KYSE-150	KYSE-150	KYSE150_OESOPHAGUS	ACH-000855	CVCL_1348	SIDM01031	SIDS00561	907317	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Upper (cervical) oesophagus	Female	Unknown	49
KYSE-180	KYSE-180	KYSE180_OESOPHAGUS	ACH-000693	CVCL_1349	SIDM01030	SIDS00562	907318	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Middle intrathoracic oesophagus	Male	East Asian	43
KYSE-270	KYSE-270	KYSE270_OESOPHAGUS	ACH-000873	CVCL_1350	SIDM01029	SIDS00563	907319	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Middle intrathoracic oesophagus	Male	East Asian	79
KYSE-450	KYSE-450	KYSE450_OESOPHAGUS	ACH-000865	CVCL_1353	SIDM01027	SIDS00565	907320	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Middle intrathoracic oesophagus	Male	East Asian	59
KYSE-510	KYSE-510	KYSE510_OESOPHAGUS	ACH-000824	CVCL_1354	SIDM01026	SIDS00566	907321	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Cervical oesophagus	Female	East Asian	67
L-428	L-428	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000754	CVCL_1361	SIDM00327	SIDS01092	907322	Y	Y	Y	Y	Y	lymphoma	Hodgkin_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Hodgkin's Lymphoma	C9357	Pleural effusion	Female	Unknown	37
L-540	L-540	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000806	CVCL_1362	SIDM00329	SIDS01093	907323	Y	Y	Y	Y	Y	lymphoma	Hodgkin_lymphoma	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Hodgkin's Lymphoma	C9357	Bone marrow	Female	Unknown	20
LAMA-84	LAMA-84	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000301	CVCL_0388	SIDM00346	SIDS01094	907783	Y	Y	Y	Y	Y	leukemia	chronic_myeloid_leukaemia	LCML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	C3174	Peripheral blood	Female	Unknown	29
LC-2-AD	LC-2-ad	LC2AD_LUNG	ACH-002157	CVCL_1373	SIDM00297	SIDS00681	907786	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Pleural Effusion	Female	East Asian	51
LC4-1	LC4-1	LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002267	CVCL_1374	SIDM00549	SIDS01009	907787	Y	Y	Y	Y	Y	leukemia	lymphoblastic_leukemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9140	Peripheral blood	Female	Unknown	13
LNCAP-CLONE-FGC	LNCaP-Clone-FGC	LNCAPCLONEFGC_PROSTATE	ACH-000977	CVCL_1379	SIDM00683	SIDS00182	907788	Y	Y	Y	Y	Y	urogenital_system	prostate	PRAD	MSI-H	R	Adherent	Prostate	Prostate Carcinoma	C4863	Left supraclavicular lymph node	Male	White	50
LOUCY	LOUCY	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000104	CVCL_1380	SIDM00342	SIDS01099	907789	Y	Y	Y	Y	Y	leukemia	lymphoblastic_T_cell_leukaemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C9142	Peripheral blood	Female	Unknown	38
LOVO	LoVo	LOVO_LARGE_INTESTINE	ACH-000950	CVCL_0399	SIDM00839	SIDS00026	907790	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSI-H	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C4349	Left supraclavicular region	Male	White	56
LP-1	LP-1	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000204	CVCL_0012	SIDM00340	SIDS01101	907791	Y	Y	Y	Y	Y	myeloma	myeloma	MM	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Peripheral blood	Female	Unknown	56
LS-123	LS-123	LS123_LARGE_INTESTINE	ACH-000501	CVCL_1383	SIDM00776	SIDS00050	907792	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C4349	Colon	Female	White	65
LS-411N	LS-411N	LS411N_LARGE_INTESTINE	ACH-000985	CVCL_1385	SIDM00660	SIDS00186	907794	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSI-H	R	Adherent	Large Intestine	Colorectal Carcinoma	C5543	Cecum	Male	White	32
LS-513	LS-513	LS513_LARGE_INTESTINE	ACH-000007	CVCL_1386	SIDM00677	SIDS00187	907795	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	R	Adherent	Large Intestine	Colorectal Carcinoma	C5543	Cecum	Male	White	63
LU-99A	LU-99A			CVCL_1393	SIDM01219	SIDS01012	907796	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_large cell	NA	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C4452	Unknown	Male	East Asian	63
MC116	MC116	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000583	CVCL_1399	SIDM00637	SIDS00190	907799	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C3457	Ascites	Male	Unknown	0
MC-IXC	MC-IXC	MCIXC_BONE	ACH-002160	CVCL_1398	SIDM01246	SIDS00193	908118	Y	Y	N	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	D/F12	Adherent	Bone	Ewing's Sarcoma	C7542	Supra-orbital area	Female	White	14
MDA-MB-175-VII	MDA-MB-175-VII	MDAMB175VII_BREAST	ACH-000759	CVCL_1400	SIDM00633	SIDS00194	908120	Y	Y	N	N	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4194	Pleural effusion	Female	Black	56
MDA-MB-361	MDA-MB-361	MDAMB361_BREAST	ACH-000934	CVCL_0620	SIDM00528	SIDS00913	908121	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C5214	Brain	Female	White	40
MDA-MB-453	MDA-MB-453	MDAMB453_BREAST	ACH-000910	CVCL_0418	SIDM00272	SIDS00686	908122	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C5214	Pericardial Effusion	Female	White	48
MDA-MB-468	MDA-MB-468	MDAMB468_BREAST	ACH-000849	CVCL_0419	SIDM00628	SIDS00199	908123	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C5214	Pleural effusion	Female	Black	51
MEL-HO	MEL-HO	MELHO_SKIN	ACH-000450	CVCL_1402	SIDM00337	SIDS01104	908124	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Unknown	Female	Unknown	NA
MEL-JUSO	MEL-JUSO	MELJUSO_SKIN	ACH-000881	CVCL_1403	SIDM00336	SIDS01105	908125	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3510	Unknown	Female	Unknown	58
MEG-01	MEG-01	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000072	CVCL_0425	SIDM00526	SIDS00915	908126	Y	Y	Y	Y	Y	leukemia	chronic_myeloid_leukaemia	LCML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Chronic Myelogenous Leukemia	C3174	Bone Marrow	Male	Unknown	55
MES-SA	MES-SA	MESSA_SOFT_TISSUE	ACH-000449	CVCL_1404	SIDM00625	SIDS00202	908127	Y	Y	Y	Y	Y	urogenital_system	uterus	NA	MSS/MSI-L	R	Adherent	Uterus	Other Sarcomas	C6339	Uterus	Female	White	56
MEWO	Mewo	MEWO_SKIN	ACH-000987	CVCL_0445	SIDM00545	SIDS01013	908128	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Lymph node	Male	White	78
MFE-280	MFE-280	MFE280_ENDOMETRIUM	ACH-000192	CVCL_1405	SIDM00335	SIDS01106	908129	Y	Y	Y	Y	Y	urogenital_system	endometrium	UCEC	MSS/MSI-L	D/F12	Adherent	Endometrium	Endometrial Carcinoma	C7359	Unknown	Female	Unknown	77
MFE-296	MFE-296	MFE296_ENDOMETRIUM	ACH-000879	CVCL_1406	SIDM00334	SIDS01107	908130	Y	Y	Y	Y	Y	urogenital_system	endometrium	UCEC	MSI-H	D/F12	Adherent	Endometrium	Endometrial Carcinoma	C7359	Unknown	Female	White	68
MG-63	MG-63	MG63_BONE	ACH-000359	CVCL_0426	SIDM00525	SIDS00916	908131	Y	Y	Y	Y	Y	bone	osteosarcoma	NA	MSS/MSI-L	D/F12	Adherent	Bone	Osteosarcoma	C9145	Unknown	Male	Unknown	14
MHH-CALL-2	MHH-CALL-2	MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000020	CVCL_1409	SIDM00331	SIDS01110	908132	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9140	Peripheral blood	Female	White	15
MHH-CALL-4	MHH-CALL-4	MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000156	CVCL_1410	SIDM00376	SIDS01111	908133	Y	Y	Y	Y	N	leukemia	B_cell_leukemia	NA	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9140	Peripheral blood	Male	White	10
MHH-ES-1	MHH-ES-1	MHHES1_BONE	ACH-000391	CVCL_1411	SIDM00386	SIDS01112	908134	Y	Y	N	Y	Y	bone	ewings_sarcoma	NA	MSS/MSI-L	R	Adherent	Bone	Ewing's Sarcoma	C4817	Ascites	Male	Other	12
MHH-NB-11	MHH-NB-11	MHHNB11_AUTONOMIC_GANGLIA	ACH-000078	CVCL_1412	SIDM00387	SIDS01113	908135	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	R	Adherent	Peripheral Nervous System	Neuroblastoma	C3270	Adrenal Tissue	Male	White	4
MHH-PREB-1	MHH-PREB-1	MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002272	CVCL_1413	SIDM00388	SIDS01114	908136	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSI-H	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C3457	Lymph node	Male	White	5
MKN1	MKN1	MKN1_STOMACH	ACH-000351	CVCL_1415	SIDM00271	SIDS00688	908138	Y	Y	Y	Y	Y	digestive_system	stomach	NA	MSS/MSI-L	R	Adherent	Stomach	Gastric Carcinoma	C5474	Lymph Node	Male	East Asian	72
MKN28	MKN28	MKN28_STOMACH	ACH-002161	CVCL_1416	SIDM00260	SIDS00689	908139	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	R	Adherent	Stomach	Gastric Carcinoma	C5473	Liver	Male	East Asian	37
ML-2	ML-2	ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002273	CVCL_1418	SIDM00441	SIDS01116	908141	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Peripheral blood	Male	Unknown	NA
MLMA	MLMA	MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002274	CVCL_1419	SIDM00561	SIDS01015	908142	Y	Y	Y	Y	Y	leukemia	hairy_cell_leukaemia	NA	MSS/MSI-L	R	Semi-Adherent	Haematopoietic and Lymphoid	Other Blood Cancers	C7402	Peritoneal effusion	Female	East Asian	32
MN-60	MN-60	MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002275	CVCL_1421	SIDM00438	SIDS01119	908143	Y	Y	Y	Y	Y	leukemia	B_cell_leukemia	NA	MSI-H	D/F12	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C8644	Peripheral blood	Male	Unknown	20
MOG-G-CCM	MOG-G-CCM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	ACH-001125	CVCL_2613	SIDM00532	SIDS00918	908144	Y	Y	Y	Y	Y	nervous_system	glioma	LGG	MSS/MSI-L	D/F12	Adherent	Central Nervous System	Glioma	C9477	Brain	Unknown	Unknown	NA
MOG-G-UVW	MOG-G-UVW	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	ACH-001126	CVCL_2614	SIDM00504	SIDS00919	908145	Y	Y	Y	Y	Y	nervous_system	glioma	LGG	MSS/MSI-L	D/F12	Adherent	Central Nervous System	Glioma	C9477	Brain	Unknown	Unknown	NA
MOLT-13	MOLT-13	MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000795	CVCL_1422	SIDM00433	SIDS01123	908146	Y	Y	Y	Y	Y	leukemia	lymphoblastic_T_cell_leukaemia	ALL	MSI-H	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C7953	Bone marrow	Female	Unknown	2
MOLT-16	MOLT-16	MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000918	CVCL_1424	SIDM00431	SIDS01124	908147	Y	Y	Y	Y	Y	leukemia	lymphoblastic_T_cell_leukaemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C7953	Peripheral blood	Female	Unknown	5
MONO-MAC-6	MONO-MAC-6	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000006	CVCL_1426	SIDM01023	SIDS00569	908148	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C8263	Peripheral Blood	Male	Unknown	64
