unichem.ChEMBL	pubchem.CID	CCLE.treatmentid	CTRP.treatmentid	GDSC.treatmentid	gCSI.treatmentid	pubchem.MolecularFormula	pubchem.MolecularWeight	pubchem.InChIKey	pubchem.Title	unichem.ChEBI	unichem.FDA_SRS	unichem.LINCS	unichem.rxnorm	unichem.clinicaltrials	unichem.DrugBank	unichem.NIH_Clinical_Collection	unichem.PharmGKB	chembl.action_type	chembl.disease_efficacy	chembl.max_phase	chembl.mec_id	chembl.mechanism_of_action	chembl.target_chembl_id	chembl.site_id	chembl.parent_molecule_chembl_id
CHEMBL2103851	11282283			Amuvatinib		C23H21N5O3S	447.5	FOFDIMHVKGYHRU-UHFFFAOYSA-N	Amuvatinib	91389	SO9S6QZB4R	LSM-1118	""	MP 470,MP-470,AMUVATINIB,MP470	DB12742	""	""	INHIBITOR	1	2	4772	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL2103851
CHEMBL2103851	11282283			Amuvatinib		C23H21N5O3S	447.5	FOFDIMHVKGYHRU-UHFFFAOYSA-N	Amuvatinib	91389	SO9S6QZB4R	LSM-1118	""	MP 470,MP-470,AMUVATINIB,MP470	DB12742	""	""	INHIBITOR	1	2	4773	Platelet-derived growth factor receptor alpha inhibitor	CHEMBL2007		CHEMBL2103851
CHEMBL2393130	135564749			RVX-208		C20H22N2O5	370.4	NETXMUIMUZJUTB-UHFFFAOYSA-N	Apabetalone	""	8R4A7GDZ1D	LSM-45724	""	RVX000222,RVX-000222,APABETALONE,RVX-208	DB12000	""	""	INHIBITOR	1	3	7433	Bromodomain and extra-terminal motif (BET) inhibitor	CHEMBL4296614		CHEMBL2393130
CHEMBL430060	6918328		apicidin			C34H49N5O6	623.8	JWOGUUIOCYMBPV-GMFLJSBRSA-N	Apicidin	182436	""	""	""	""	""	""	""								
CHEMBL1922094	25254071			Apitolisib		C23H30N8O3S	498.6	YOVVNQKCSKSHKT-HNNXBMFYSA-N	Apitolisib	""	1C854K1MIJ	LSM-45720	""	APITOLISIB,GDC-0980	DB12180	""	""	INHIBITOR	1	2	4809	Serine/threonine-protein kinase mTOR inhibitor	CHEMBL2842		CHEMBL1922094
CHEMBL1922094	25254071			Apitolisib		C23H30N8O3S	498.6	YOVVNQKCSKSHKT-HNNXBMFYSA-N	Apitolisib	""	1C854K1MIJ	LSM-45720	""	APITOLISIB,GDC-0980	DB12180	""	""	INHIBITOR	1	2	4810	PI3-kinase class I inhibitor	CHEMBL3559703		CHEMBL1922094
CHEMBL1966436	5470400		austocystin D			C22H20O8	412.4	VXTQFTUOAJRUDO-IFMALSPDSA-N	Austocystin D	67827	""	""	""	""	""	""	""								
CHEMBL1090771	46883536			Avagacestat		C20H17ClF4N4O4S	520.9	XEAOPVUAMONVLA-QGZVFWFLSA-N	Avagacestat	177493	TQ44WWY45Q	LSM-45535	""	BMS-708163,BMS 708163,BMS-708163-01,AVAGACESTAT	DB11893	""	""	INHIBITOR	1	2	5723	Gamma-secretase inhibitor	CHEMBL2094135		CHEMBL1090771
CHEMBL508651	44566777		avicin D			C98H155NO46	2083.3	HKEDBKXRDHFCFB-LUAQNYIXSA-N	Avicin D	""	69451KN1RO	""	""	""	DB17240	""	""								
CHEMBL2042025	11719255		avrainvillamide			C26H27N3O4	445.5	ALXLLOQTGLPCFG-ATANMQQVSA-N	Avrainvillamide	131140	""	LSM-42688	""	""	""	""	""								
CHEMBL1289926	6450551		axitinib	Axitinib		C22H18N4OS	386.5	RITAVMQDGBJQJZ-FMIVXFBMSA-N	Axitinib	66910	C9LVQ0YUXG	LSM-43191	INLYTA,AXITINIB	AXITINIB,AG-013736,INLYTA	DB06626	""	""	INHIBITOR	1	4	1264	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL1289926
CHEMBL1489	9444		azacitidine	5-azacytidine	Azacitidine	C8H12N4O5	244.2	NMUSYJAQQFHJEW-KVTDHHQDSA-N	Azacitidine	2038	M801H13NRU	LSM-5218	VIDAZA,AZACITIDINE	AZACITIDINE,NSC-102816,VIDAZA,U-18496,U-18,496,ONUREG	DB00928	SAM002264595	PA451996	INHIBITOR	1	4	652	DNA (cytosine-5)-methyltransferase 3A inhibitor	CHEMBL1992		CHEMBL1489
CHEMBL1489	9444		azacitidine	5-azacytidine	Azacitidine	C8H12N4O5	244.2	NMUSYJAQQFHJEW-KVTDHHQDSA-N	Azacitidine	2038	M801H13NRU	LSM-5218	VIDAZA,AZACITIDINE	AZACITIDINE,NSC-102816,VIDAZA,U-18496,U-18,496,ONUREG	DB00928	SAM002264595	PA451996	INHIBITOR	1	4	654	DNA (cytosine-5)-methyltransferase 1 inhibitor	CHEMBL1993		CHEMBL1489
CHEMBL1489	9444		azacitidine	5-azacytidine	Azacitidine	C8H12N4O5	244.2	NMUSYJAQQFHJEW-KVTDHHQDSA-N	Azacitidine	2038	M801H13NRU	LSM-5218	VIDAZA,AZACITIDINE	AZACITIDINE,NSC-102816,VIDAZA,U-18496,U-18,496,ONUREG	DB00928	SAM002264595	PA451996	INHIBITOR	1	4	1873	DNA inhibitor	CHEMBL2311221		CHEMBL1489
CHEMBL1489	9444		azacitidine	5-azacytidine	Azacitidine	C8H12N4O5	244.2	NMUSYJAQQFHJEW-KVTDHHQDSA-N	Azacitidine	2038	M801H13NRU	LSM-5218	VIDAZA,AZACITIDINE	AZACITIDINE,NSC-102816,VIDAZA,U-18496,U-18,496,ONUREG	DB00928	SAM002264595	PA451996	INHIBITOR	1	4	1894	RNA inhibitor	CHEMBL2311222		CHEMBL1489
CHEMBL3348846	51039095		AZD4547	AZD4547		C26H33N5O3	463.6	VRQMAABPASPXMW-HDICACEKSA-N	Azd-4547	63453	2167OG1EKJ	LSM-6308	""	""	DB12247,DB18442	""	""								
CHEMBL1829433	10368812			AZD4877		C28H33N5O2S	503.7	SMFXSYMLJDHGIE-UHFFFAOYSA-N	Azd-4877	""	19ORU63E06	""	""	AZD4877,AZD-4877,AZD 4877	DB11671	""	""	INHIBITOR	1	2	8453	Kinesin-like protein 1 inhibitor	CHEMBL4581		CHEMBL1829433
CHEMBL541400	11784504			BAY-61-3606		C20H20Cl2N6O3	463.3	SPMFEULFGGPQLN-UHFFFAOYSA-N	BAY 61-3606 dihydrochloride	""	96PPV9GQ7A	""	""	""	""	""	""								
CHEMBL249697	9813758		BMS-345541	BMS-345541		C14H17N5	255.32	PSPFQEBFYXJZEV-UHFFFAOYSA-N	BMS-345541 free base	91340	26SU0NEF5F	LSM-1028	""	""	""	""	""								
CHEMBL415049	11497983		barasertib			C26H31FN7O6P	587.5	GBJVVSCPOBPEIT-UHFFFAOYSA-N	Barasertib	167636	16XC2U7W8N	LSM-45885	""	AZD-1152,BARASERTIB,AZD 1152,AZD1152	DB11747	""	""	INHIBITOR	1	3	5256	Serine/threonine-protein kinase Aurora-B inhibitor	CHEMBL2185		CHEMBL415049
CHEMBL1762621	400769		bardoxolone methyl			C32H43NO4	505.7	WPTTVJLTNAWYAO-KPOXMGGZSA-N	Bardoxolone methyl	177406	CEG1Q6OGU1	LSM-45471	""	CDDO-METHYL ESTER,BARDOXOLONE METHYL,RTA 402,RTA-402	DB05983	""	""	ANTAGONIST	1	3	5235	Peroxisome proliferator-activated receptor gamma antagonist	CHEMBL235		CHEMBL1762621
CHEMBL1762621	400769		bardoxolone methyl			C32H43NO4	505.7	WPTTVJLTNAWYAO-KPOXMGGZSA-N	Bardoxolone methyl	177406	CEG1Q6OGU1	LSM-45471	""	CDDO-METHYL ESTER,BARDOXOLONE METHYL,RTA 402,RTA-402	DB05983	""	""	INHIBITOR	1	3	5236	Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor	CHEMBL1991		CHEMBL1762621
CHEMBL1762621	400769		bardoxolone methyl			C32H43NO4	505.7	WPTTVJLTNAWYAO-KPOXMGGZSA-N	Bardoxolone methyl	177406	CEG1Q6OGU1	LSM-45471	""	CDDO-METHYL ESTER,BARDOXOLONE METHYL,RTA 402,RTA-402	DB05983	""	""	INHIBITOR	1	3	5237	Keap1/Nrf2 inhibitor	CHEMBL3038498		CHEMBL1762621
CHEMBL1402326	2729026		Bax channel blocker			C19H23Br2Cl2N3O	540.1	HWFKCAFKXZFOQT-UHFFFAOYSA-N	Bax Channel Blocker	""	""	""	""	""	""	""	""								
CHEMBL408513	6918638		belinostat	Belinostat		C15H14N2O4S	318.3	NCNRHFGMJRPRSK-MDZDMXLPSA-N	Belinostat	61076	F4H96P17NZ	LSM-43181	BELEODAQ,BELINOSTAT	PXD101,BELINOSTAT,BELEODAQ,PXD-101,NSC-726630	DB05015	""	""	INHIBITOR	1	4	2279	Histone deacetylase inhibitor	CHEMBL2093865		CHEMBL408513
CHEMBL3809489	46215462		R428			C30H34N8	506.6	KXMZDGSRSGHMMK-VWLOTQADSA-N	Bemcentinib	""	0ICW2LX8AS	LSM-45574	""	BGB324,BEMCENTINIB,BGB-324	DB12411	""	""	INHIBITOR	1	2	5181	Tyrosine-protein kinase receptor UFO inhibitor	CHEMBL4895		CHEMBL3809489
CHEMBL487253	65628		bendamustine			C16H21Cl2N3O2	358.3	YTKUWDBFDASYHO-UHFFFAOYSA-N	Bendamustine	135515	9266D9P3PQ	LSM-45554	BENDAMUSTINE,TREANDA,BENDAMUSTINE HYDROCHLORIDE,BENDEKA,BELRAPZO	BENDAMUSTINE,SYB L-0501,SDX-105,TREANDA,RIBOMUSTIN,RIBOMUSTINE,BENDAMUSTINE HYDROCHLORIDE,BENDEKA	DB06769	""	""								
CHEMBL571948	9810884			Y-39983		C16H16N4O	280.32	JTVBXQAYBIJXRP-SNVBAGLBSA-N	Benzamide, 4-(1-aminoethyl)-N-1H-pyrrolo(2,3-b)pyridin-4-yl-, (R)-	91412	00ALI1GAY2	LSM-1150	""	""	""	""	""	INHIBITOR	1	1	4424	Rho-associated protein kinase inhibitor	CHEMBL2111459		CHEMBL571948
CHEMBL209148	11467730			BMS-509744		C32H41N5O4S2	623.8	ZHXNIYGJAOPMSO-UHFFFAOYSA-N	Benzamide, N-(5-((5-((4-acetyl-1-piperazinyl)carbonyl)-4-methoxy-2-methylphenyl)thio)-2-thiazolyl)-4-(((1,2,2-trimethylpropyl)amino)methyl)-	91404	5V7VG25953	LSM-1137	""	""	""	""	""								
CHEMBL363648	9952773			TAK-715		C24H21N3OS	399.5	HEKAIDKUDLCBRU-UHFFFAOYSA-N	Benzamide, N-[4-[2-ethyl-4-(3-methylphenyl)-5-thiazolyl]-2-pyridinyl]-	91360	WE92U03C5Z	LSM-1060	""	TAK 715,TAK-715	DB16108	""	""	INHIBITOR	1	2	4826	MAP kinase p38 alpha inhibitor	CHEMBL260		CHEMBL363648
CHEMBL20936	2332			BEN		C7H8N2	120.15	PXXJHWLDUBFPOL-UHFFFAOYSA-N	Benzamidine	41033	KUE3ZY3J1F	""	""	""	""	""	""								
CHEMBL1608727	42640			NSC-207895		C11H13N5O4	279.25	MWFZDJLPWDCQIL-UHFFFAOYSA-N	Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide	""	""	""	""	""	""	""	""								
CHEMBL3989870	59472121			VE-822		C24H25N5O3S	463.6	JZCWLJDSIRUGIN-UHFFFAOYSA-N	Berzosertib	131166	L423PRV3V3	LSM-42766	""	VE-822,BERZOSERTIB,M6620,M-6620,VX970,VX-970	DB11794	""	""	INHIBITOR	1	2	4410	Serine-protein kinase ATR inhibitor	CHEMBL5024		CHEMBL3989870
CHEMBL269277	64971		betulinic acid			C30H48O3	456.7	QGJZLNKBHJESQX-FZFNOLFKSA-N	Betulinic Acid	3087	4G6A18707N	LSM-3004	""	BETULINIC ACID,ALS-357	DB12480	""	""								
CHEMBL1023	82146		bexarotene	Bexarotene		C24H28O2	348.5	NAVMQTYZDKMPEU-UHFFFAOYSA-N	Bexarotene	50859	A61RXM4375	LSM-45378	TARGRETIN,BEXAROTENE	LGD1069,TARGRETIN,LGD-1069,BEXAROTENE	DB00307	""	PA164752250	AGONIST	1	4	1576	Retinoid X receptor agonist	CHEMBL2363070		CHEMBL1023
CHEMBL409	2375			Bicalutamide		C18H14F4N2O4S	430.4	LKJPYSCBVHEWIU-UHFFFAOYSA-N	Bicalutamide	144093	A0Z3NAU9DP	LSM-1437	CASODEX,BICALUTAMIDE	ICI176,334-1,BICALUTAMIDE,ICI 176,334,ICI-176334,CASODEX	DB01128	SAM001246612	PA164746255	ANTAGONIST	1	4	1320	Androgen Receptor antagonist	CHEMBL1871		CHEMBL409
CHEMBL3581647	9936746			OTX015		C25H22ClN5O2S	492	GNMUEVRJHCWKTO-FQEVSTJZSA-N	Birabresib	191051	X40LKS49S3	""	""	BIRABRESIB,OTX-015,OTX015,MK-8628	DB15189	""	""	INHIBITOR	1	2	7428	Bromodomain and extra-terminal motif (BET) inhibitor	CHEMBL4296614		CHEMBL3581647
CHEMBL3039522	49836020		birinapant			C42H56F2N8O6	806.9	PKWRMUKBEYJEIX-DXXQBUJASA-N	Birinapant	177705	6O4Z07B57R	LSM-45858	""	TL32711,BIRINAPANT,TL-32711	DB11782	""	""	INHIBITOR	1	2	5774	cIAP1/cIAP2 inhibitor	CHEMBL3038465		CHEMBL3039522
CHEMBL472940	521106			IPA-3		C20H14O2S2	350.5	RFAXLXKIAKIUDT-UHFFFAOYSA-N	Bis(2-hydroxy-1-naphthyl) disulfide	101355	3XFG6MQ9G2	LSM-6312	""	""	""	""	""								
CHEMBL1328324	3476986		blebbistatin			C18H16N2O2	292.3	LZAXPYOBKSJSEX-UHFFFAOYSA-N	Blebbistatin	75379	20WC4J7CQ6	LSM-6195	""	""	""	""	""								
""	5360373			Bleomycin		C55H84N17O21S3+	1415.6	OYVAGSVQBOHSSS-WXFSZRTFSA-O	Bleomycin	""	""	""	""	""	DB00290	""	PA448645								
CHEMBL403664	5460769		bleomycin A2			C55H84N17O21S3+	1415.6	OYVAGSVQBOHSSS-UAPAGMARSA-O	Bleomycin a2	3139	""	""	BLEOMYCIN SULFATE,BLEOMYCIN	BLENAMAX,BLEOCIN,BLEOMYCIN HYDROCHLORIDE,BLEOMYCIN SULFATE,BLEOMYCINS,BLEOMYCINS SULFATE,BLEOMYCIN	""	""	""								
CHEMBL575448	24785538		BMS-754807	BMS-754807		C23H24FN9O	461.5	LQVXSNNAFNGRAH-QHCPKHFHSA-N	Bms-754807	88339	W9E3353E8J	LSM-6218	""	BMS-754807,BMS754807,BMS 754807	DB15399	""	""	INHIBITOR	1	2	4674	Insulin-like growth factor I receptor inhibitor	CHEMBL1957		CHEMBL575448
CHEMBL575448	24785538		BMS-754807	BMS-754807		C23H24FN9O	461.5	LQVXSNNAFNGRAH-QHCPKHFHSA-N	Bms-754807	88339	W9E3353E8J	LSM-6218	""	BMS-754807,BMS754807,BMS 754807	DB15399	""	""	INHIBITOR	1	2	4675	Insulin receptor inhibitor	CHEMBL1981		CHEMBL575448
CHEMBL325041	387447		bortezomib	Bortezomib	Bortezomib	C19H25BN4O4	384.2	GXJABQQUPOEUTA-RDJZCZTQSA-N	Bortezomib	52717	69G8BD63PP	LSM-6281	VELCADE,BORTEZOMIB	LDP-341,NSC-681239,VELCADE,BORTEZOMIB,PS-341	DB00188	""	""	INHIBITOR	1	4	1431	26S proteosome inhibitor	CHEMBL2364701	2633	CHEMBL325041
CHEMBL288441	5328940		bosutinib	Bosutinib	Bosutinib	C26H29Cl2N5O3	530.4	UBPYILGKFZZVDX-UHFFFAOYSA-N	Bosutinib	39112	5018V4AEZ0	LSM-1190	BOSULIF,BOSUTINIB MONOHYDRATE,BOSUTINIB	BOSUTINIB,SKI-606	DB06616	""	""	INHIBITOR	1	4	302	Tyrosine-protein kinase ABL inhibitor	CHEMBL1862		CHEMBL288441
CHEMBL288441	5328940		bosutinib	Bosutinib	Bosutinib	C26H29Cl2N5O3	530.4	UBPYILGKFZZVDX-UHFFFAOYSA-N	Bosutinib	39112	5018V4AEZ0	LSM-1190	BOSULIF,BOSUTINIB MONOHYDRATE,BOSUTINIB	BOSUTINIB,SKI-606	DB06616	""	""	INHIBITOR	1	4	682	Tyrosine-protein kinase SRC inhibitor	CHEMBL267		CHEMBL288441
CHEMBL288441	5328940		bosutinib	Bosutinib	Bosutinib	C26H29Cl2N5O3	530.4	UBPYILGKFZZVDX-UHFFFAOYSA-N	Bosutinib	39112	5018V4AEZ0	LSM-1190	BOSULIF,BOSUTINIB MONOHYDRATE,BOSUTINIB	BOSUTINIB,SKI-606	DB06616	""	""	INHIBITOR	1	4	926	Tyrosine-protein kinase HCK inhibitor	CHEMBL3234		CHEMBL288441
CHEMBL288441	5328940		bosutinib	Bosutinib	Bosutinib	C26H29Cl2N5O3	530.4	UBPYILGKFZZVDX-UHFFFAOYSA-N	Bosutinib	39112	5018V4AEZ0	LSM-1190	BOSULIF,BOSUTINIB MONOHYDRATE,BOSUTINIB	BOSUTINIB,SKI-606	DB06616	""	""	INHIBITOR	1	4	940	Tyrosine-protein kinase Lyn inhibitor	CHEMBL3905		CHEMBL288441
CHEMBL288441	5328940		bosutinib	Bosutinib	Bosutinib	C26H29Cl2N5O3	530.4	UBPYILGKFZZVDX-UHFFFAOYSA-N	Bosutinib	39112	5018V4AEZ0	LSM-1190	BOSULIF,BOSUTINIB MONOHYDRATE,BOSUTINIB	BOSUTINIB,SKI-606	DB06616	""	""	INHIBITOR	1	4	8632	Bcr/Abl fusion protein	CHEMBL2096618		CHEMBL288441
CHEMBL3581693	56941241			GDC0810		C26H20ClFN2O2	446.9	BURHGPHDEVGCEZ-KJGLQBJMSA-N	Brilanestrant	""	9MM2R1A06R	""	""	GDC-0810,ARN-810	DB12253	""	""	ANTAGONIST	1	2	4564	Estrogen receptor alpha antagonist	CHEMBL206		CHEMBL3581693
CHEMBL377300	11234052		brivanib			C19H19FN4O3	370.4	WCWUXEGQKLTGDX-LLVKDONJSA-N	Brivanib	94562,167686	DDU33B674I	LSM-5421	""	BMS-540215,BRIVANIB	DB11958	""	""	INHIBITOR	1	3	5262	Fibroblast growth factor receptor inhibitor	CHEMBL2095217		CHEMBL377300
CHEMBL377300	11234052		brivanib			C19H19FN4O3	370.4	WCWUXEGQKLTGDX-LLVKDONJSA-N	Brivanib	94562,167686	DDU33B674I	LSM-5421	""	BMS-540215,BRIVANIB	DB11958	""	""	INHIBITOR	1	3	5263	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL377300
CHEMBL3133807	72943187			Bromosporine		C17H20N6O4S	404.4	UYBRROMMFMPJAN-UHFFFAOYSA-N	Bromosporine	""	""	""	""	""	""	""	""								
CHEMBL449158	5280757			Bryostatin 1		C47H68O17	905	MJQUEDHRCUIRLF-TVIXENOKSA-N	Bryostatin 1	88353	37O2X55Y9E	LSM-43289	""	""	DB11752	""	""								
CHEMBL2017974	16654980			Buparlisib		C18H21F3N6O2	410.4	CWHUFRVAEUJCEF-UHFFFAOYSA-N	Buparlisib	71954	0ZM2Z182GD	LSM-1148	""	BKM-120,NVP-BKM-120,BUPARLISIB	DB11666	""	""	INHIBITOR	1	3	4668	PI3-kinase class I inhibitor	CHEMBL3559703		CHEMBL2017974
CHEMBL2105717	25102847		cabozantinib	Cabozantinib		C28H24FN3O5	501.5	ONIQOQHATWINJY-UHFFFAOYSA-N	Cabozantinib	72317	1C39JW444G	LSM-1195	CABOMETYX,COMETRIQ,CABOZANTINIB S-MALATE,CABOZANTINIB	CABOZANTINIB MALATE,XL-184,XL184,COMETRIQ,CABOMETYX,CABOZANTINIB,CABOZANTINIB S-MALATE,BMS-907351	DB08875	""	""								
CHEMBL65	24360			Camptothecin		C20H16N2O4	348.4	VSJKWCGYPAHWDS-FQEVSTJZSA-N	Camptothecin	27656	XT3Z54Z28A	LSM-4611	""	""	DB04690	""	PA153590860								
CHEMBL31965	156414		canertinib	CI-1033		C24H25ClFN5O3	485.9	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	Canertinib	61399	C78W1K5ASF	LSM-1120	""	CI-1033,PD-183805,PD-0183805-002B,CANERTINIB DIHYDROCHLORIDE,CANERTINIB	DB05424	""	""								
CHEMBL2325741	25227436			AZD5363		C21H25ClN6O2	428.9	JDUBGYFRJFOXQC-KRWDZBQOSA-N	Capivasertib	""	WFR23M21IE	LSM-45868	""	AZD-5363,CAPIVASERTIB,AZD5363	DB12218	""	""	INHIBITOR	1	3	7260	Serine/threonine-protein kinase AKT inhibitor	CHEMBL2111353		CHEMBL2325741
CHEMBL2325741	25227436			Capivasertib		C21H25ClN6O2	428.9	JDUBGYFRJFOXQC-KRWDZBQOSA-N	Capivasertib	""	WFR23M21IE	LSM-45868	""	AZD-5363,CAPIVASERTIB,AZD5363	DB12218	""	""	INHIBITOR	1	3	7260	Serine/threonine-protein kinase AKT inhibitor	CHEMBL2111353		CHEMBL2325741
""	24825971			CGP-082996		C27H32N6O	456.6	YVXCDLCJCIDFHE-UHFFFAOYSA-N	Cdk4/6 Inhibitor IV	91456	""	""	""	""	""	""	""								
CHEMBL3392878	66577006			KIN001-270		C26H21N5O4S	499.5	CKUFOBCNTCLXJP-UHFFFAOYSA-N	Cdk9-IN-1	91444	""	LSM-1197	""	""	""	""	""								
CHEMBL491473	9933475		cediranib	Cediranib		C25H27FN4O3	450.5	XXJWYDDUDKYVKI-UHFFFAOYSA-N	Cediranib	94782	NQU9IPY4K9	LSM-5926	""	AZD-2171,AZD-2171 MALEATE,CEDIRANIB,CEDIRANIB MALEATE,RECENTIN,AZD2171,AZD2171 MALEATE	DB04849	""	""	INHIBITOR	1	3	5257	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL491473
CHEMBL491473	9933475		cediranib	Cediranib		C25H27FN4O3	450.5	XXJWYDDUDKYVKI-UHFFFAOYSA-N	Cediranib	94782	NQU9IPY4K9	LSM-5926	""	AZD-2171,AZD-2171 MALEATE,CEDIRANIB,CEDIRANIB MALEATE,RECENTIN,AZD2171,AZD2171 MALEATE	DB04849	""	""	INHIBITOR	1	3	5258	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL491473
CHEMBL491473	9933475		cediranib	Cediranib		C25H27FN4O3	450.5	XXJWYDDUDKYVKI-UHFFFAOYSA-N	Cediranib	94782	NQU9IPY4K9	LSM-5926	""	AZD-2171,AZD-2171 MALEATE,CEDIRANIB,CEDIRANIB MALEATE,RECENTIN,AZD2171,AZD2171 MALEATE	DB04849	""	""	INHIBITOR	1	3	5259	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL491473
CHEMBL4285417	54761306			AZD6738		C20H24N6O2S	412.5	OHUHVTCQTUDPIJ-JYCIKRDWSA-N	Ceralasertib	""	""	LSM-46201	""	CERALASERTIB,AZD6738	""	""	""	INHIBITOR	1	3	4141	Serine-protein kinase ATR inhibitor	CHEMBL5024		CHEMBL4285417
CHEMBL45627	5282054		cerulenin			C12H17NO3	223.27	GVEZIHKRYBHEFX-NQQPLRFYSA-N	Cerulenin	171741	MF286Y830Q	LSM-43210	""	""	DB01034	""	PA164764551								
CHEMBL515	2708		chlorambucil			C14H19Cl2NO2	304.2	JCKYGMPEJWAADB-UHFFFAOYSA-N	Chlorambucil	28830	18D0SL7309	LSM-2645	CHLORAMBUCIL,LEUKERAN	LEUKERAN,CB-1348,NSC-3088,CHLORAMBUCIL	DB00291	SAM002564202	PA448926	INHIBITOR	1	4	1859	DNA inhibitor	CHEMBL2311221		CHEMBL515
CHEMBL1413	2749		ciclopirox			C12H17NO2	207.27	SCKYRAXSEDYPSA-UHFFFAOYSA-N	Ciclopirox	453011	19W019ZDRJ	LSM-5307	LOPROX,CICLOPIROX,CICLOPIROX OLAMINE	MYCOSTER,HOE 296,HOE-296,BATRAFEN,CICLOCHEM,CICLOPIROX,CICLOPIROX OLAMINE,LOPROX,PENLAC	DB01188	""	PA164747060	CHELATING AGENT	1	4	2200	Iron chelating agent	CHEMBL2363058		CHEMBL1413
CHEMBL1413	2749		ciclopirox			C12H17NO2	207.27	SCKYRAXSEDYPSA-UHFFFAOYSA-N	Ciclopirox	453011	19W019ZDRJ	LSM-5307	LOPROX,CICLOPIROX,CICLOPIROX OLAMINE	MYCOSTER,HOE 296,HOE-296,BATRAFEN,CICLOCHEM,CICLOPIROX,CICLOPIROX OLAMINE,LOPROX,PENLAC	DB01188	""	PA164747060	CHELATING AGENT	1	4	2224	Aluminium chelating agent	CHEMBL2366381		CHEMBL1413
CHEMBL30	2756		cimetidine			C10H16N6S	252.34	AQIXAKUUQRKLND-UHFFFAOYSA-N	Cimetidine	3699	80061L1WGD	LSM-2404	CIMETIDINE HYDROCHLORIDE,CIMETIDINE,TAGAMET	CIMETIDINE,CIMETIDINE HYDROCHLORIDE,ACILOC,SKF-92334,TAGAMET	DB00501	SAM002554892	PA449001	ANTAGONIST	1	4	461	Histamine H2 receptor antagonist	CHEMBL1941		CHEMBL30
CHEMBL2356172	44487061		ML312			C26H35ClN4O6S	567.1	NMFHWISFZINRTB-GGUMNFRJSA-N	Cjd-hdl-188-2	""	""	""	""	""	""	""	""								
CHEMBL1750	119182		clofarabine			C10H11ClFN5O3	303.68	WDDPHFBMKLOVOX-AYQXTPAHSA-N	Clofarabine	681569	762RDY0Y2H	LSM-45668	CLOLAR,CLOFARABINE	CLOLAR,EVOLTRA,CLOFARABINE	DB00631	""	PA164754863	INHIBITOR	1	4	1259	Ribonucleoside-diphosphate reductase RR1 inhibitor	CHEMBL2095215	2652	CHEMBL1750
CHEMBL1750	119182		clofarabine			C10H11ClFN5O3	303.68	WDDPHFBMKLOVOX-AYQXTPAHSA-N	Clofarabine	681569	762RDY0Y2H	LSM-45668	CLOLAR,CLOFARABINE	CLOLAR,EVOLTRA,CLOFARABINE	DB00631	""	PA164754863	INHIBITOR	1	4	1879	DNA inhibitor	CHEMBL2311221		CHEMBL1750
CHEMBL1750	119182		clofarabine			C10H11ClFN5O3	303.68	WDDPHFBMKLOVOX-AYQXTPAHSA-N	Clofarabine	681569	762RDY0Y2H	LSM-45668	CLOLAR,CLOFARABINE	CLOLAR,EVOLTRA,CLOFARABINE	DB00631	""	PA164754863	INHIBITOR	1	4	1915	DNA polymerase (alpha/delta/epsilon) inhibitor	CHEMBL2363042		CHEMBL1750
CHEMBL527026	44143370			KIN001-266		C26H25Cl2FN8	539.4	PHNZIIMWDVXPGG-UHFFFAOYSA-N	Cot inhibitor-2	91415	""	LSM-1154	""	""	""	""	""								
CHEMBL601719	11626560	PF-2341066	crizotinib	Crizotinib	Crizotinib	C21H22Cl2FN5O	450.3	KTEIFNKAUNYNJU-GFCCVEGCSA-N	Crizotinib	64310	53AH36668S	LSM-1027	CRIZOTINIB,XALKORI	XALKORI,PF-02341066,CRIZOTINIB	DB08865	""	PA165946122	INHIBITOR	1	4	955	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL601719
CHEMBL601719	11626560	PF-2341066	crizotinib	Crizotinib	Crizotinib	C21H22Cl2FN5O	450.3	KTEIFNKAUNYNJU-GFCCVEGCSA-N	Crizotinib	64310	53AH36668S	LSM-1027	CRIZOTINIB,XALKORI	XALKORI,PF-02341066,CRIZOTINIB	DB08865	""	PA165946122	INHIBITOR	1	4	973	ALK tyrosine kinase receptor inhibitor	CHEMBL4247		CHEMBL601719
CHEMBL601719	11626560	PF-2341066	crizotinib	Crizotinib	Crizotinib	C21H22Cl2FN5O	450.3	KTEIFNKAUNYNJU-GFCCVEGCSA-N	Crizotinib	64310	53AH36668S	LSM-1027	CRIZOTINIB,XALKORI	XALKORI,PF-02341066,CRIZOTINIB	DB08865	""	PA165946122	INHIBITOR	1	4	8635	EML4-ALK	CHEMBL3883330		CHEMBL601719
