Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[tissue supergroup]	Characteristics[metatastic tissue]	Characteristics[organism part]	Characteristics[disease]	Characteristics[age]	Unit [age unit]	Characteristics[sex]	Characteristics[ethnicity]	Characteristics[media]	Characteristics[freeze media]	Comment[ENA_ALIAS]	Protocol REF	Extract Name	Comment[NOMINAL_LENGTH]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_SDEV]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
Sample 122	ERS395498	cell	Homo sapiens	NCBI Taxonomy	9606	KNS-62	lung	not applicable	lung	non-small cell lung carcinoma	49	year	male	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587547	P-MTAB-39822	ERS395498 extract	324	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379960	sequencing assay	ERX379960	ERR413655_2	ERR413655	KNS-62	lung	non-small cell lung carcinoma
Sample 123	ERS395575	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1048	lung	effusion, pleural	lung	small cell lung carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587551	P-MTAB-39822	ERS395575 extract	339	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380037	sequencing assay	ERX380037	ERR413732_1	ERR413732	NCI-H1048	lung	small cell lung carcinoma
Sample 123	ERS395575	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1048	lung	effusion, pleural	lung	small cell lung carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587551	P-MTAB-39822	ERS395575 extract	339	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380037	sequencing assay	ERX380037	ERR413732_2	ERR413732	NCI-H1048	lung	small cell lung carcinoma
Sample 124	ERS395582	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1435	lung	not applicable	lung	non-small cell lung carcinoma	35	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587554	P-MTAB-39822	ERS395582 extract	324	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380044	sequencing assay	ERX380044	ERR413739_1	ERR413739	NCI-H1435	lung	non-small cell lung carcinoma
Sample 124	ERS395582	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1435	lung	not applicable	lung	non-small cell lung carcinoma	35	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587554	P-MTAB-39822	ERS395582 extract	324	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380044	sequencing assay	ERX380044	ERR413739_2	ERR413739	NCI-H1435	lung	non-small cell lung carcinoma
Sample 125	ERS395585	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1568	lung	not applicable	lung	non-small cell lung carcinoma	48	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587556	P-MTAB-39822	ERS395585 extract	308	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380047	sequencing assay	ERX380047	ERR413742_1	ERR413742	NCI-H1568	lung	non-small cell lung carcinoma
Sample 125	ERS395585	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1568	lung	not applicable	lung	non-small cell lung carcinoma	48	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587556	P-MTAB-39822	ERS395585 extract	308	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380047	sequencing assay	ERX380047	ERR413742_2	ERR413742	NCI-H1568	lung	non-small cell lung carcinoma
Sample 126	ERS395590	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1650	lung	effusion, pleural	lung	lung adenocarcinoma	27	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587557	P-MTAB-39822	ERS395590 extract	290	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380052	sequencing assay	ERX380052	ERR413747_1	ERR413747	NCI-H1650	lung	lung adenocarcinoma
Sample 126	ERS395590	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1650	lung	effusion, pleural	lung	lung adenocarcinoma	27	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587557	P-MTAB-39822	ERS395590 extract	290	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380052	sequencing assay	ERX380052	ERR413747_2	ERR413747	NCI-H1650	lung	lung adenocarcinoma
Sample 127	ERS395592	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1666	lung	effusion, pleural	lung	lung adenocarcinoma	50	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587559	P-MTAB-39822	ERS395592 extract	220	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380054	sequencing assay	ERX380054	ERR413749_1	ERR413749	NCI-H1666	lung	lung adenocarcinoma
Sample 127	ERS395592	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1666	lung	effusion, pleural	lung	lung adenocarcinoma	50	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587559	P-MTAB-39822	ERS395592 extract	220	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380054	sequencing assay	ERX380054	ERR413749_2	ERR413749	NCI-H1666	lung	lung adenocarcinoma
Sample 128	ERS395599	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1793	lung	not applicable	lung	lung adenocarcinoma	52	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587563	P-MTAB-39822	ERS395599 extract	230	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380061	sequencing assay	ERX380061	ERR413756_1	ERR413756	NCI-H1793	lung	lung adenocarcinoma
Sample 128	ERS395599	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1793	lung	not applicable	lung	lung adenocarcinoma	52	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587563	P-MTAB-39822	ERS395599 extract	230	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380061	sequencing assay	ERX380061	ERR413756_2	ERR413756	NCI-H1793	lung	lung adenocarcinoma
Sample 129	ERS395600	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1838	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587564	P-MTAB-39822	ERS395600 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380062	sequencing assay	ERX380062	ERR413757_1	ERR413757	NCI-H1838	lung	non-small cell lung carcinoma
Sample 129	ERS395600	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1838	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587564	P-MTAB-39822	ERS395600 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380062	sequencing assay	ERX380062	ERR413757_2	ERR413757	NCI-H1838	lung	non-small cell lung carcinoma
Sample 130	ERS395606	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1944	lung	soft tissue	lung	non-small cell lung carcinoma	62	year	female	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587565	P-MTAB-39822	ERS395606 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380068	sequencing assay	ERX380068	ERR413763_1	ERR413763	NCI-H1944	lung	non-small cell lung carcinoma
Sample 130	ERS395606	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1944	lung	soft tissue	lung	non-small cell lung carcinoma	62	year	female	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587565	P-MTAB-39822	ERS395606 extract	243	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380068	sequencing assay	ERX380068	ERR413763_2	ERR413763	NCI-H1944	lung	non-small cell lung carcinoma
Sample 131	ERS395611	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2030	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	male	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587569	P-MTAB-39822	ERS395611 extract	271	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380073	sequencing assay	ERX380073	ERR413768_1	ERR413768	NCI-H2030	lung	non-small cell lung carcinoma
Sample 131	ERS395611	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2030	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	male	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587569	P-MTAB-39822	ERS395611 extract	271	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380073	sequencing assay	ERX380073	ERR413768_2	ERR413768	NCI-H2030	lung	non-small cell lung carcinoma
Sample 132	ERS395616	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2106	lung	lymph node	lung	non-small cell lung carcinoma	58	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587571	P-MTAB-39822	ERS395616 extract	315	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380078	sequencing assay	ERX380078	ERR413773_1	ERR413773	NCI-H2106	lung	non-small cell lung carcinoma
Sample 132	ERS395616	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2106	lung	lymph node	lung	non-small cell lung carcinoma	58	year	male	Caucasian	RPMI-1640 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587571	P-MTAB-39822	ERS395616 extract	315	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380078	sequencing assay	ERX380078	ERR413773_2	ERR413773	NCI-H2106	lung	non-small cell lung carcinoma
Sample 133	ERS395628	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H23	lung	not applicable	lung	non-small cell lung carcinoma	51	year	male	African	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587577	P-MTAB-39822	ERS395628 extract	298	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380090	sequencing assay	ERX380090	ERR413785_1	ERR413785	NCI-H23	lung	non-small cell lung carcinoma
Sample 133	ERS395628	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H23	lung	not applicable	lung	non-small cell lung carcinoma	51	year	male	African	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587577	P-MTAB-39822	ERS395628 extract	298	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380090	sequencing assay	ERX380090	ERR413785_2	ERR413785	NCI-H23	lung	non-small cell lung carcinoma
Sample 134	ERS395731	cell	Homo sapiens	NCBI Taxonomy	9606	RERF-LC-MS	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587596	P-MTAB-39822	ERS395731 extract	331	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380193	sequencing assay	ERX380193	ERR413888_1	ERR413888	RERF-LC-MS	lung	non-small cell lung carcinoma
Sample 134	ERS395731	cell	Homo sapiens	NCBI Taxonomy	9606	RERF-LC-MS	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587596	P-MTAB-39822	ERS395731 extract	331	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380193	sequencing assay	ERX380193	ERR413888_2	ERR413888	RERF-LC-MS	lung	non-small cell lung carcinoma
Sample 135	ERS395768	cell	Homo sapiens	NCBI Taxonomy	9606	SK-MES-1	lung	effusion, pleural	lung	squamous cell lung carcinoma	65	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587598	P-MTAB-39822	ERS395768 extract	301	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380230	sequencing assay	ERX380230	ERR413925_1	ERR413925	SK-MES-1	lung	squamous cell lung carcinoma
Sample 135	ERS395768	cell	Homo sapiens	NCBI Taxonomy	9606	SK-MES-1	lung	effusion, pleural	lung	squamous cell lung carcinoma	65	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587598	P-MTAB-39822	ERS395768 extract	301	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380230	sequencing assay	ERX380230	ERR413925_2	ERR413925	SK-MES-1	lung	squamous cell lung carcinoma
Sample 136	ERS395208	cell	Homo sapiens	NCBI Taxonomy	9606	A3/KAW	lymphoid	not applicable	blood	lymphoma	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587602	P-MTAB-39822	ERS395208 extract	321	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379671	sequencing assay	ERX379671	ERR413366_1	ERR413366	A3/KAW	blood	lymphoma
Sample 136	ERS395208	cell	Homo sapiens	NCBI Taxonomy	9606	A3/KAW	lymphoid	not applicable	blood	lymphoma	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587602	P-MTAB-39822	ERS395208 extract	321	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379671	sequencing assay	ERX379671	ERR413366_2	ERR413366	A3/KAW	blood	lymphoma
Sample 137	ERS395209	cell	Homo sapiens	NCBI Taxonomy	9606	A4/Fuk	lymphoid	not applicable	blood	non-Hodgkin's lymphoma	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587603	P-MTAB-39822	ERS395209 extract	338	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379672	sequencing assay	ERX379672	ERR413367_1	ERR413367	A4/Fuk	blood	non-Hodgkin's lymphoma
Sample 137	ERS395209	cell	Homo sapiens	NCBI Taxonomy	9606	A4/Fuk	lymphoid	not applicable	blood	non-Hodgkin's lymphoma	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587603	P-MTAB-39822	ERS395209 extract	338	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379672	sequencing assay	ERX379672	ERR413367_2	ERR413367	A4/Fuk	blood	non-Hodgkin's lymphoma
Sample 138	ERS395226	cell	Homo sapiens	NCBI Taxonomy	9606	BJAB	lymphoid	not applicable	lymph node	B-cell lymphoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	RPMI-1640, 20% HI FBS, 10% DMSO	587604	P-MTAB-39822	ERS395226 extract	311	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379689	sequencing assay	ERX379689	ERR413384_1	ERR413384	BJAB	lymph node	B-cell lymphoma
Sample 138	ERS395226	cell	Homo sapiens	NCBI Taxonomy	9606	BJAB	lymphoid	not applicable	lymph node	B-cell lymphoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	RPMI-1640, 20% HI FBS, 10% DMSO	587604	P-MTAB-39822	ERS395226 extract	311	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379689	sequencing assay	ERX379689	ERR413384_2	ERR413384	BJAB	lymph node	B-cell lymphoma
Sample 139	ERS395239	cell	Homo sapiens	NCBI Taxonomy	9606	CA46	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	not available	  	male	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587605	P-MTAB-39822	ERS395239 extract	311	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379702	sequencing assay	ERX379702	ERR413397_1	ERR413397	CA46	blood	malignant Burkitt's lymphoma
Sample 139	ERS395239	cell	Homo sapiens	NCBI Taxonomy	9606	CA46	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	not available	  	male	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587605	P-MTAB-39822	ERS395239 extract	311	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379702	sequencing assay	ERX379702	ERR413397_2	ERR413397	CA46	blood	malignant Burkitt's lymphoma
Sample 140	ERS395263	cell	Homo sapiens	NCBI Taxonomy	9606	CI-1	lymphoid	not applicable	lymph node	non-Hodgkin's lymphoma	38	year	female	not available	RPMI-1640, 20% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587606	P-MTAB-39822	ERS395263 extract	281	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379726	sequencing assay	ERX379726	ERR413421_1	ERR413421	CI-1	lymph node	non-Hodgkin's lymphoma
Sample 140	ERS395263	cell	Homo sapiens	NCBI Taxonomy	9606	CI-1	lymphoid	not applicable	lymph node	non-Hodgkin's lymphoma	38	year	female	not available	RPMI-1640, 20% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587606	P-MTAB-39822	ERS395263 extract	281	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379726	sequencing assay	ERX379726	ERR413421_2	ERR413421	CI-1	lymph node	non-Hodgkin's lymphoma
Sample 141	ERS395302	cell	Homo sapiens	NCBI Taxonomy	9606	DB	lymphoid	not applicable	lymph node	B-cell lymphoma	45	year	male	Caucasian	RPMI-1640 10% HI FBS, 2mM Glutamine	Complete Growth Media, 90%; DMSO, 10%	587607	P-MTAB-39822	ERS395302 extract	325	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379764	sequencing assay	ERX379764	ERR413459_1	ERR413459	DB	lymph node	B-cell lymphoma
Sample 141	ERS395302	cell	Homo sapiens	NCBI Taxonomy	9606	DB	lymphoid	not applicable	lymph node	B-cell lymphoma	45	year	male	Caucasian	RPMI-1640 10% HI FBS, 2mM Glutamine	Complete Growth Media, 90%; DMSO, 10%	587607	P-MTAB-39822	ERS395302 extract	325	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379764	sequencing assay	ERX379764	ERR413459_2	ERR413459	DB	lymph node	B-cell lymphoma
Sample 142	ERS395310	cell	Homo sapiens	NCBI Taxonomy	9606	DOHH-2	lymphoid	effusion, pleural	lymph node	B-cell lymphoma	60	year	male	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	90% Complete growth medium; 10% DMSO	587608	P-MTAB-39822	ERS395310 extract	352	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379772	sequencing assay	ERX379772	ERR413467_1	ERR413467	DOHH-2	lymph node	B-cell lymphoma
Sample 142	ERS395310	cell	Homo sapiens	NCBI Taxonomy	9606	DOHH-2	lymphoid	effusion, pleural	lymph node	B-cell lymphoma	60	year	male	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	90% Complete growth medium; 10% DMSO	587608	P-MTAB-39822	ERS395310 extract	352	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379772	sequencing assay	ERX379772	ERR413467_2	ERR413467	DOHH-2	lymph node	B-cell lymphoma
Sample 143	ERS395316	cell	Homo sapiens	NCBI Taxonomy	9606	EB-3	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	3	year	male	African	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587609	P-MTAB-39822	ERS395316 extract	339	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379778	sequencing assay	ERX379778	ERR413473_1	ERR413473	EB-3	blood	malignant Burkitt's lymphoma
Sample 143	ERS395316	cell	Homo sapiens	NCBI Taxonomy	9606	EB-3	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	3	year	male	African	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587609	P-MTAB-39822	ERS395316 extract	339	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379778	sequencing assay	ERX379778	ERR413473_2	ERR413473	EB-3	blood	malignant Burkitt's lymphoma
Sample 144	ERS395317	cell	Homo sapiens	NCBI Taxonomy	9606	EB1	lymphoid	not applicable	lymph node	malignant Burkitt's lymphoma	not available	  	not available	not available	RPMI-1640 10% HI FBS, 2mM Glutamine	RPMI-1640, 20% HI FBS, 10% DMSO	587610	P-MTAB-39822	ERS395317 extract	330	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379779	sequencing assay	ERX379779	ERR413474_1	ERR413474	EB1	lymph node	malignant Burkitt's lymphoma
Sample 144	ERS395317	cell	Homo sapiens	NCBI Taxonomy	9606	EB1	lymphoid	not applicable	lymph node	malignant Burkitt's lymphoma	not available	  	not available	not available	RPMI-1640 10% HI FBS, 2mM Glutamine	RPMI-1640, 20% HI FBS, 10% DMSO	587610	P-MTAB-39822	ERS395317 extract	330	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379779	sequencing assay	ERX379779	ERR413474_2	ERR413474	EB1	lymph node	malignant Burkitt's lymphoma
Sample 145	ERS395331	cell	Homo sapiens	NCBI Taxonomy	9606	Farage	lymphoid	not applicable	blood	non-Hodgkin's lymphoma	not available	  	not available	not available	not determined	not determined	587611	P-MTAB-39822	ERS395331 extract	316	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379793	sequencing assay	ERX379793	ERR413488_1	ERR413488	Farage	blood	non-Hodgkin's lymphoma
Sample 145	ERS395331	cell	Homo sapiens	NCBI Taxonomy	9606	Farage	lymphoid	not applicable	blood	non-Hodgkin's lymphoma	not available	  	not available	not available	not determined	not determined	587611	P-MTAB-39822	ERS395331 extract	316	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379793	sequencing assay	ERX379793	ERR413488_2	ERR413488	Farage	blood	non-Hodgkin's lymphoma
Sample 146	ERS395353	cell	Homo sapiens	NCBI Taxonomy	9606	GA-10	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	41	year	male	Caucasian	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587612	P-MTAB-39822	ERS395353 extract	330	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379815	sequencing assay	ERX379815	ERR413510_1	ERR413510	GA-10	blood	malignant Burkitt's lymphoma
Sample 146	ERS395353	cell	Homo sapiens	NCBI Taxonomy	9606	GA-10	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	41	year	male	Caucasian	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587612	P-MTAB-39822	ERS395353 extract	330	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379815	sequencing assay	ERX379815	ERR413510_2	ERR413510	GA-10	blood	malignant Burkitt's lymphoma
Sample 147	ERS395357	cell	Homo sapiens	NCBI Taxonomy	9606	GRANTA-519	lymphoid	not applicable	lymph node	B-cell lymphoma	58	year	female	Caucasian	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587613	P-MTAB-39822	ERS395357 extract	339	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379819	sequencing assay	ERX379819	ERR413514_1	ERR413514	GRANTA-519	lymph node	B-cell lymphoma
Sample 147	ERS395357	cell	Homo sapiens	NCBI Taxonomy	9606	GRANTA-519	lymphoid	not applicable	lymph node	B-cell lymphoma	58	year	female	Caucasian	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587613	P-MTAB-39822	ERS395357 extract	339	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379819	sequencing assay	ERX379819	ERR413514_2	ERR413514	GRANTA-519	lymph node	B-cell lymphoma
Sample 148	ERS395446	cell	Homo sapiens	NCBI Taxonomy	9606	HS-Sultan	lymphoid	not applicable	blood	lymphoma	7	year	male	African	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587615	P-MTAB-39822	ERS395446 extract	326	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379908	sequencing assay	ERX379908	ERR413603_1	ERR413603	HS-Sultan	blood	lymphoma
Sample 148	ERS395446	cell	Homo sapiens	NCBI Taxonomy	9606	HS-Sultan	lymphoid	not applicable	blood	lymphoma	7	year	male	African	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587615	P-MTAB-39822	ERS395446 extract	326	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379908	sequencing assay	ERX379908	ERR413603_2	ERR413603	HS-Sultan	blood	lymphoma
